datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),RH,AH,T
19-06-2004 15:00,1.2,1060,275,10.3,991,51,833,63,1718,778,22.1,1.3004,36.1
19-06-2004 16:00,1.1,1060,275,10.3,991,52,833,65,1718,778,22.1,1.3004,36.1
19-06-2004 17:00,1,1060,275,10.3,991,46,833,63,1718,778,22.1,1.3004,36.1
19-06-2004 18:00,1.1,1060,275,10.3,991,44,833,56,1718,778,22.1,1.3004,36.1
19-06-2004 19:00,1.6,1060,275,10.3,991,72,833,77,1718,778,22.1,1.3004,36.1
19-06-2004 20:00,1.7,1060,275,10.3,991,88,833,91,1718,778,22.1,1.3004,36.1
19-06-2004 21:00,1.4,1060,275,10.3,991,56,833,70,1718,778,22.1,1.3004,36.1
19-06-2004 22:00,1.7,1060,275,10.3,991,82,833,95,1718,778,22.1,1.3004,36.1
19-06-2004 23:00,2.4,1060,275,10.3,991,125,833,113,1718,778,22.1,1.3004,36.1
20-06-2004 00:00,2.3,1060,275,10.3,991,144,833,109,1718,778,22.1,1.3004,36.1
20-06-2004 01:00,1.2,1060,275,10.3,991,54,833,65,1718,778,22.1,1.3004,36.1
20-06-2004 02:00,1,1060,275,10.3,991,48,833,60,1718,778,22.1,1.3004,36.1
20-06-2004 03:00,1.4,1060,275,10.3,991,48,833,60,1718,778,22.1,1.3004,36.1
20-06-2004 04:00,1.4,1060,275,10.3,991,41,833,62,1718,778,22.1,1.3004,36.1
20-06-2004 05:00,1,1060,275,10.3,991,40,833,60,1718,778,22.1,1.3004,36.1
20-06-2004 06:00,0.9,1060,275,10.3,991,48,833,65,1718,778,22.1,1.3004,36.1
20-06-2004 07:00,0.8,1060,275,10.3,991,44,833,55,1718,778,22.1,1.3004,36.1
20-06-2004 08:00,1,1060,275,10.3,991,59,833,66,1718,778,22.1,1.3004,36.1
20-06-2004 09:00,1.2,1060,275,10.3,991,59,833,67,1718,778,22.1,1.3004,36.1
20-06-2004 10:00,1.2,1060,275,10.3,991,53,833,64,1718,778,22.1,1.3004,36.1
20-06-2004 11:00,1,1060,275,10.3,991,42,833,59,1718,778,22.1,1.3004,36.1
20-06-2004 12:00,1,1060,275,10.3,991,43,833,59,1718,778,22.1,1.3004,36.1
20-06-2004 13:00,0.6,1060,275,10.3,991,23,833,36,1718,778,22.1,1.3004,36.1
20-06-2004 14:00,0.7,1060,275,10.3,991,22,833,35,1718,778,22.1,1.3004,36.1
20-06-2004 15:00,0.8,1060,275,10.3,991,37,833,54,1718,778,22.1,1.3004,36.1
20-06-2004 16:00,1.1,1060,275,10.3,991,53,833,71,1718,778,22.1,1.3004,36.1
20-06-2004 17:00,1.4,1060,275,10.3,991,68,833,86,1718,778,22.1,1.3004,36.1
20-06-2004 18:00,2.8,1060,275,10.3,991,125,833,114,1718,778,22.1,1.3004,36.1
20-06-2004 19:00,2.5,1060,275,10.3,991,96,833,105,1718,778,22.1,1.3004,36.1
20-06-2004 20:00,1.6,1060,275,10.3,991,75,833,87,1718,778,22.1,1.3004,36.1
20-06-2004 21:00,1.4,1060,275,10.3,991,74,833,85,1718,778,22.1,1.3004,36.1
20-06-2004 22:00,2.3,1060,275,10.3,991,92,833,91,1718,778,22.1,1.3004,36.1
20-06-2004 23:00,4.2,1060,275,10.3,991,136,833,108,1718,778,22.1,1.3004,36.1
21-06-2004 00:00,3,1060,275,10.3,991,119,833,99,1718,778,22.1,1.3004,36.1
21-06-2004 01:00,2.2,1060,275,10.3,991,76,833,83,1718,778,22.1,1.3004,36.1
21-06-2004 02:00,0.6,1060,275,10.3,991,21,833,36,1718,778,22.1,1.3004,36.1
21-06-2004 03:00,0.3,1060,275,10.3,991,21,833,36,1718,778,22.1,1.3004,36.1
21-06-2004 04:00,0.3,732,275,1.5,544,15,1353,24,1367,466,55.2,1.1895,18.9
21-06-2004 05:00,0.5,809,275,3.5,681,52,1108,43,1463,609,57.6,1.193,18.2
21-06-2004 06:00,1.3,934,275,8.3,911,85,857,64,1639,863,56,1.1865,18.6
21-06-2004 07:00,2.5,1132,275,17.3,1220,177,691,91,1910,1203,48,1.1702,20.8
21-06-2004 08:00,3.7,1221,275,23.3,1386,232,626,109,2138,1412,38.6,1.0919,23.3
21-06-2004 09:00,2.5,1024,275,13.8,1111,201,770,110,1753,1069,32.4,1.017,25.1
21-06-2004 10:00,1.8,938,275,10.2,987,134,862,111,1597,817,25.8,0.9473,27.8
21-06-2004 11:00,1.5,869,275,7.9,897,104,965,106,1480,649,21,0.8548,29.6
21-06-2004 12:00,1.5,846,275,8.8,930,89,947,104,1467,598,18,0.7613,30.2
21-06-2004 13:00,1.2,838,275,7.2,868,66,1005,76,1454,540,18.5,0.7747,30.1
21-06-2004 14:00,1.4,875,275,8.3,912,85,978,84,1504,601,19.4,0.7872,29.5
21-06-2004 15:00,1.6,907,275,9.6,961,105,920,102,1564,668,18.2,0.8079,31.1
21-06-2004 16:00,1.6,889,275,9,939,99,920,102,1492,647,19,0.8103,30.3
21-06-2004 17:00,2.2,969,275,12.4,1064,132,834,124,1645,816,19.3,0.8083,30.1
21-06-2004 18:00,3,1051,275,15.3,1157,186,760,147,1787,963,22.3,0.859,28.6
21-06-2004 19:00,3,1043,275,16.1,1181,174,736,138,1813,1010,28.3,0.9407,26.1
21-06-2004 20:00,2.7,1043,275,14.1,1121,149,736,126,1793,967,35.7,1.0807,24.5
21-06-2004 21:00,2.1,1007,275,11.4,1027,114,798,112,1737,904,41.5,1.1582,23.1
21-06-2004 22:00,1.6,966,275,9.5,959,92,838,95,1686,852,46.3,1.1913,21.8
21-06-2004 23:00,1.3,920,275,7.4,875,75,915,80,1594,744,48.9,1.1945,20.9
22-06-2004 00:00,1.1,889,275,6.4,831,74,956,79,1570,760,49.9,1.1903,20.5
22-06-2004 01:00,0.7,825,275,4.1,715,35,1062,49,1462,613,50.9,1.1794,20
22-06-2004 02:00,0.4,758,275,1.9,580,22,1215,36,1374,531,44.3,1.1665,22.1
22-06-2004 03:00,0.2,735,275,1.4,533,22,1338,36,1350,493,47.5,1.1666,21
22-06-2004 04:00,0.2,719,275,1.2,522,24,1385,40,1343,509,50.3,1.1444,19.8
22-06-2004 05:00,0.3,757,275,2.2,596,30,1236,37,1381,560,52.8,1.1489,19
22-06-2004 06:00,0.9,890,275,6.4,831,93,922,67,1594,826,56.5,1.1375,17.8
22-06-2004 07:00,3.1,1181,275,18.5,1255,332,632,106,2002,1334,55.8,1.1529,18.2
22-06-2004 08:00,5,1332,275,30.2,1556,387,523,134,2394,1660,47.7,1.1448,20.6
22-06-2004 09:00,2.8,1128,275,14.2,1124,267,717,123,1832,1362,41.9,1.1496,22.8
22-06-2004 10:00,2.8,1128,275,14.3,1126,269,725,136,1856,1316,31.7,1.1147,27.1
22-06-2004 11:00,2.1,1064,275,12.6,1069,193,766,109,1766,1089,26.4,1.131,30.4
22-06-2004 12:00,3.1,1139,275,18,1240,239,702,144,1940,1129,26.2,1.1647,31.1
22-06-2004 13:00,3,1121,275,17.1,1214,232,707,154,1912,1120,25.3,1.1444,31.4
22-06-2004 14:00,2.1,1032,275,13,1083,152,776,126,1772,916,26.7,1.168,30.8
22-06-2004 15:00,1.7,1040,275,11.2,1022,115,826,98,1747,812,25.6,1.1868,31.8
22-06-2004 16:00,2.2,1076,275,13.6,1105,169,762,120,1782,959,22.9,1.1649,33.5
22-06-2004 17:00,3.5,1177,275,20.5,1310,226,656,145,2011,1189,23.5,1.1673,33.1
22-06-2004 18:00,3.6,1196,275,20.2,1303,218,654,139,2017,1199,25.9,1.1883,31.7
22-06-2004 19:00,4.1,1204,275,23.1,1381,245,623,148,2085,1283,30.4,1.2013,29
22-06-2004 20:00,4,1166,275,20.3,1304,236,646,139,2016,1291,33.6,1.2095,27.4
22-06-2004 21:00,1.8,959,275,9.3,949,104,857,93,1640,949,36.4,1.1528,25.2
22-06-2004 22:00,1.7,1004,275,10.5,997,104,813,96,1726,1018,39.6,1.1662,24
22-06-2004 23:00,2.4,1050,275,13.6,1105,144,729,104,1807,1122,39.6,1.1558,23.8
23-06-2004 00:00,1.2,965,275,8,900,79,864,83,1631,968,43.6,1.1974,22.9
23-06-2004 01:00,0.8,849,275,4.6,744,51,1004,66,1496,806,43.9,1.202,22.8
23-06-2004 02:00,0.5,809,275,3.2,666,38,1093,55,1455,714,47.3,1.2189,21.8
23-06-2004 03:00,0.3,777,275,2.4,609,38,1170,55,1405,644,47.3,1.2135,21.7
23-06-2004 04:00,0.3,768,275,2.1,591,24,1183,37,1402,606,50.3,1.2207,20.8
23-06-2004 05:00,0.4,768,275,2.2,597,30,1155,40,1396,606,46.8,1.2031,21.7
23-06-2004 06:00,1,917,275,6.7,842,73,934,51,1656,819,52.3,1.2367,20.3
23-06-2004 07:00,3.8,1252,275,23.1,1380,305,579,117,2210,1462,52.3,1.245,20.5
23-06-2004 08:00,3.2,1224,275,19,1268,295,605,110,2046,1478,49.6,1.2673,21.7
23-06-2004 09:00,3.5,1277,275,20.1,1300,331,608,136,2090,1598,43.1,1.2677,24
23-06-2004 10:00,3.2,1149,275,16.4,1192,304,672,152,1944,1449,31.7,1.2144,28.5
23-06-2004 11:00,2.3,1091,275,13,1082,210,746,119,1790,1221,25.1,1.189,32.2
23-06-2004 12:00,2.2,1053,275,13.1,1087,163,763,106,1762,1023,20.5,1.1279,34.9
23-06-2004 13:00,2.1,1023,275,11.8,1042,132,796,101,1711,910,19.9,1.1222,35.4
23-06-2004 14:00,1.9,1085,275,12.7,1075,126,767,110,1786,913,22.5,1.205,34.4
23-06-2004 15:00,2.4,1116,275,14.1,1120,150,724,124,1854,1035,22.8,1.2488,34.8
23-06-2004 16:00,2.5,1111,275,14.4,1131,171,735,137,1825,1085,22.4,1.1907,34.3
23-06-2004 17:00,3.6,1210,275,20.7,1316,234,645,159,2030,1278,25.3,1.2165,32.5
23-06-2004 18:00,3.9,1250,275,21.6,1339,251,616,152,2075,1383,27.3,1.2234,31.3
23-06-2004 19:00,4.4,1297,275,24.2,1408,294,595,166,2134,1473,29,1.2224,30.2
23-06-2004 20:00,4.8,1313,275,21.8,1345,300,603,163,2118,1507,33.3,1.2775,28.5
23-06-2004 21:00,2.5,1146,275,13,1084,159,713,121,1829,1215,35.3,1.2606,27.3
23-06-2004 22:00,2.8,1199,275,15.1,1152,176,685,125,1897,1242,37.8,1.2575,26.1
23-06-2004 23:00,3.2,1274,275,16.6,1197,192,626,120,2023,1356,47.1,1.44,24.7
24-06-2004 00:00,2.6,1243,275,12.7,1072,152,675,103,1978,1195,59.8,1.7193,23.6
24-06-2004 01:00,1.5,1054,275,8.6,923,63,783,64,1793,899,60.5,1.706,23.3
24-06-2004 02:00,1,962,275,5.3,778,35,929,44,1645,726,59.4,1.6753,23.3
24-06-2004 03:00,0.8,915,275,3.6,690,35,983,44,1570,743,57.7,1.5902,22.9
24-06-2004 04:00,0.6,871,275,2.8,639,21,1062,35,1528,684,53.5,1.546,23.7
24-06-2004 05:00,0.6,877,275,3.1,658,41,1047,46,1530,779,60.9,1.5092,21.2
24-06-2004 06:00,0.7,893,275,3.7,696,48,1008,54,1548,801,56.2,1.48,22.1
24-06-2004 07:00,1.2,1030,275,6.9,851,102,824,68,1700,983,57,1.4742,21.9
24-06-2004 08:00,1.5,1059,275,8.6,926,111,783,77,1750,989,45.9,1.4061,24.7
24-06-2004 09:00,1.3,1020,275,7.1,860,93,864,74,1649,875,40.8,1.4286,27
24-06-2004 10:00,1.6,1045,275,6.6,840,118,879,92,1656,807,37.4,1.4833,29.1
24-06-2004 11:00,1.5,1029,275,7.2,866,93,874,83,1651,727,32.4,1.4351,31.1
24-06-2004 12:00,1.2,959,275,5,763,56,976,58,1561,549,30.3,1.4125,31.9
24-06-2004 13:00,1.1,975,275,5.7,798,51,939,55,1576,570,28.9,1.412,32.8
24-06-2004 14:00,1.2,988,275,6,813,52,927,61,1596,596,27.8,1.4119,33.4
24-06-2004 15:00,1.3,971,275,6.1,818,59,942,65,1565,585,23.7,1.3331,35.3
24-06-2004 16:00,1.4,999,275,8,899,62,869,74,1629,637,22.4,1.2915,35.8
24-06-2004 17:00,1.6,989,275,7.8,889,85,889,89,1602,664,20.8,1.1664,35.3
24-06-2004 18:00,2.1,1075,275,11.1,1020,109,802,103,1732,797,23.9,1.2085,33.3
24-06-2004 19:00,3,1190,275,15.9,1177,168,695,128,1934,1046,30.8,1.3044,30.3
24-06-2004 20:00,2.8,1172,275,13.7,1108,166,706,122,1878,1058,34.5,1.3084,28.3
24-06-2004 21:00,3.8,1256,275,21.6,1340,149,594,125,2176,1214,38.9,1.3758,27.1
24-06-2004 22:00,3.2,1190,275,16.8,1203,118,658,119,1967,1056,43.2,1.3805,25.4
24-06-2004 23:00,4.1,1249,275,20.5,1310,160,601,126,2114,1280,45.3,1.3767,24.6
25-06-2004 00:00,2.6,1072,275,14.1,1120,124,711,100,1838,1045,46,1.3346,23.7
25-06-2004 01:00,2,1035,275,10.9,1011,95,750,94,1752,1039,48.1,1.3322,23
25-06-2004 02:00,0.9,839,275,3.6,690,34,1030,52,1457,640,43.4,1.3366,24.8
25-06-2004 03:00,0.7,833,275,3.3,671,34,1061,52,1482,705,47.4,1.3208,23.1
25-06-2004 04:00,0.6,804,275,2.4,616,45,1144,64,1427,662,50.2,1.2917,21.7
25-06-2004 05:00,0.6,811,275,3,651,35,1097,46,1442,579,50.7,1.3138,21.9
25-06-2004 06:00,1.6,1028,275,8.9,934,141,818,88,1743,987,57,1.3216,20.1
25-06-2004 07:00,2.6,1138,275,14.8,1141,199,671,104,1927,1197,51.8,1.3129,21.5
25-06-2004 08:00,2.9,1203,275,16.2,1185,224,649,125,1968,1328,48.7,1.3416,22.9
25-06-2004 09:00,2.8,1193,275,14.6,1136,245,667,151,1924,1370,41,1.3351,25.7
25-06-2004 10:00,1.9,1049,275,8,898,153,858,113,1671,921,33.2,1.3793,29.9
25-06-2004 11:00,1.9,1090,275,9.1,942,145,828,102,1713,876,28,1.3789,32.9
25-06-2004 12:00,2.1,1070,275,10,976,130,808,108,1688,819,25.6,1.3363,34
25-06-2004 13:00,1.9,1014,275,9.8,970,95,826,93,1684,763,22.6,1.2297,34.7
25-06-2004 14:00,1.6,972,275,8.3,912,88,882,89,1596,675,20.3,1.1586,35.5
25-06-2004 15:00,1.6,951,275,7.5,880,89,920,84,1539,637,18.8,1.0912,35.9
25-06-2004 16:00,2.1,1033,275,11.7,1038,127,802,111,1690,826,18.6,1.0945,36.2
25-06-2004 17:00,2.4,983,275,13.3,1094,149,817,115,1659,854,15.3,0.8613,35.4
25-06-2004 18:00,2.8,973,275,14.4,1128,170,813,127,1642,894,15.5,0.7649,32.9
25-06-2004 19:00,3.4,1083,275,17.9,1237,210,737,129,1786,1077,19.8,0.8211,29.9
25-06-2004 20:00,3.4,1062,275,15.9,1176,230,763,140,1743,1121,22.4,0.8394,28.1
25-06-2004 21:00,2.7,1011,275,14.2,1122,203,808,137,1680,1071,24.7,0.8233,26.1
25-06-2004 22:00,2.6,1054,275,13.8,1110,174,765,130,1670,1167,28.7,0.8944,25
25-06-2004 23:00,2.3,1013,275,11.7,1038,164,793,121,1598,1162,31,0.9268,24.3
26-06-2004 00:00,1.2,870,275,6.2,823,76,975,79,1398,848,31.2,0.919,24
26-06-2004 01:00,1,857,275,5.1,769,52,1006,69,1390,759,34.9,0.9362,22.4
26-06-2004 02:00,0.9,835,275,4.5,739,47,1036,61,1382,694,37.6,0.9355,21.2
26-06-2004 03:00,1.1,844,275,4.9,759,47,1005,61,1409,848,42.3,0.9461,19.5
26-06-2004 04:00,1.1,763,275,2.5,622,37,1129,58,1321,689,39.4,0.9802,21.2
26-06-2004 05:00,0.4,769,275,2.3,606,41,1171,58,1314,610,42.4,0.9515,19.5
26-06-2004 06:00,0.9,891,275,5.5,790,74,960,70,1466,816,45.8,0.9723,18.6
26-06-2004 07:00,1.8,1037,275,10.4,993,168,779,104,1680,1158,44.1,1.0039,19.7
26-06-2004 08:00,2.2,1090,275,12.4,1065,176,728,109,1773,1228,39.4,1.0243,21.9
26-06-2004 09:00,2.4,1117,275,14,1118,184,716,129,1791,1323,34.3,1.0407,24.5
26-06-2004 10:00,2.3,1109,275,12.7,1074,187,761,144,1734,1274,25.6,1.0674,30
26-06-2004 11:00,1.6,961,275,9,939,118,912,101,1508,846,18.9,1.0168,34.5
26-06-2004 12:00,1.4,985,275,8.5,919,89,918,90,1540,737,17.5,1.0411,36.3
26-06-2004 13:00,1.4,960,275,8.2,909,70,910,86,1523,675,16,1.0231,37.7
26-06-2004 14:00,1,927,275,5.9,806,51,1013,69,1446,559,15.8,1.0465,38.3
26-06-2004 15:00,1,958,275,5.6,795,52,1002,65,1481,604,17.5,1.1609,38.4
26-06-2004 16:00,1.2,1019,275,6.7,842,70,935,73,1565,729,20.5,1.2813,37.2
26-06-2004 17:00,1.3,1010,275,6.1,816,80,955,73,1567,741,26.4,1.3781,34
26-06-2004 18:00,1.5,1030,275,6.7,844,90,917,78,1599,747,30.4,1.445,32.3
26-06-2004 19:00,1.9,1100,275,9.2,946,111,827,98,1726,932,33.9,1.4564,30.5
26-06-2004 20:00,1.8,1079,275,8.2,909,107,861,99,1686,928,37.8,1.5098,29.2
26-06-2004 21:00,1.4,1036,275,7,859,73,900,83,1645,860,39.1,1.4881,28.4
26-06-2004 22:00,1.7,1085,275,9.5,959,75,827,88,1747,963,40.6,1.4828,27.7
26-06-2004 23:00,2.7,1214,275,15.1,1151,144,683,117,1938,1309,42.5,1.5069,27.2
27-06-2004 00:00,2.1,1127,275,11.7,1041,120,728,97,1830,1266,44.8,1.528,26.5
27-06-2004 01:00,1.4,1038,275,9.3,950,71,776,75,1750,1181,47.6,1.5318,25.5
27-06-2004 02:00,1,948,275,6.4,829,40,873,53,1638,937,47.8,1.5076,25.2
27-06-2004 03:00,1,953,275,6.7,844,40,848,53,1685,995,53.7,1.5046,23.2
27-06-2004 04:00,0.8,869,275,4.2,723,34,975,45,1522,789,52.3,1.4668,23.2
27-06-2004 05:00,0.5,809,275,2.6,628,27,1127,42,1490,682,50.3,1.4811,24
27-06-2004 06:00,0.6,833,275,2.8,641,30,1088,44,1496,717,51.2,1.4634,23.5
27-06-2004 07:00,0.6,857,275,3.1,661,40,1083,50,1511,696,50.8,1.452,23.5
27-06-2004 08:00,1,966,275,6.2,820,56,913,60,1634,807,47.6,1.4597,24.7
27-06-2004 09:00,1.6,1063,275,7.9,894,104,823,100,1688,1025,41.1,1.4611,27.2
27-06-2004 10:00,1.9,1110,275,10.5,996,121,782,111,1771,1090,32.4,1.4294,31
27-06-2004 11:00,1.7,1055,275,9,941,100,844,110,1648,932,24.8,1.3854,35.2
27-06-2004 12:00,1.1,939,275,6.3,828,59,991,74,1486,639,18.5,1.1977,37.8
27-06-2004 13:00,0.8,816,275,3.5,684,42,1195,56,1285,467,15.1,1.0424,39
27-06-2004 14:00,0.7,841,275,4,712,38,1175,50,1339,476,12.8,0.9933,41.3
27-06-2004 15:00,0.7,842,275,4.2,722,40,1163,54,1294,490,11.9,0.9476,41.8
27-06-2004 16:00,1.2,990,275,6.9,852,70,967,90,1488,669,14.2,1.1609,42.2
27-06-2004 17:00,1.6,1042,275,7.9,894,95,916,109,1537,800,15.5,1.2089,41.4
27-06-2004 18:00,1.6,1089,275,7.9,893,90,879,110,1609,791,21.4,1.4605,38.9
27-06-2004 19:00,1.7,1102,275,10.3,990,90,799,103,1685,849,26,1.3865,34.3
27-06-2004 20:00,2,1095,275,10.5,996,111,799,120,1695,934,27.7,1.3439,32.7
27-06-2004 21:00,2.3,1116,275,12.7,1075,135,761,134,1784,1081,30.4,1.3031,30.5
27-06-2004 22:00,2.4,1105,275,11.9,1046,146,777,137,1751,1102,33.6,1.3277,29
27-06-2004 23:00,1.7,1018,275,9.3,950,100,830,99,1636,914,36.6,1.3781,28.2
28-06-2004 00:00,1.2,991,275,7.9,896,69,857,78,1616,926,38.9,1.3821,27.2
28-06-2004 01:00,1,923,275,5,765,47,952,63,1508,786,40,1.3754,26.7
28-06-2004 02:00,0.6,874,275,3.4,679,26,1049,41,1444,619,41.2,1.3598,26
28-06-2004 03:00,0.5,846,275,3.2,662,26,1068,41,1464,633,50.1,1.3677,22.8
28-06-2004 04:00,0.4,838,275,2.7,632,24,1079,39,1438,634,46.6,1.37,24
28-06-2004 05:00,0.5,827,275,3.1,656,55,1075,60,1447,722,46.4,1.3689,24
28-06-2004 06:00,0.7,901,275,5,763,47,984,54,1552,717,47.1,1.3602,23.7
28-06-2004 07:00,3.2,1291,275,20.7,1316,209,603,119,2172,1445,47.3,1.3634,23.6
28-06-2004 08:00,5.6,1441,275,32.4,1606,348,503,159,2568,1786,43.1,1.3891,25.5
28-06-2004 09:00,4.6,1363,275,24.2,1410,337,565,182,2199,1791,36.8,1.4128,28.5
28-06-2004 10:00,3.3,1218,275,16.6,1198,280,671,183,1907,1413,28,1.3566,32.6
28-06-2004 11:00,2.1,1132,275,13.2,1091,169,751,144,1795,1092,23.4,1.3902,36.3
28-06-2004 12:00,1.9,1103,275,12.3,1060,126,770,118,1748,940,21.5,1.3673,37.5
28-06-2004 13:00,1.9,1081,275,12.1,1053,108,770,106,1773,883,19,1.3447,39.6
28-06-2004 14:00,1.6,1079,275,11.1,1018,93,793,97,1739,850,19.3,1.4013,40.1
28-06-2004 15:00,2,1167,275,13.1,1087,112,741,129,1820,928,20,1.4854,40.4
28-06-2004 16:00,1.8,1148,275,11.6,1037,110,772,130,1720,835,20.1,1.4495,39.9
28-06-2004 17:00,2.9,1221,275,17.7,1230,188,670,163,1905,1157,19.6,1.3542,39.1
28-06-2004 18:00,3.4,1255,275,19.5,1283,203,640,160,2023,1232,21.9,1.3503,37
28-06-2004 19:00,3.1,1245,275,19.7,1287,167,635,140,2067,1288,26.8,1.3899,33.9
28-06-2004 20:00,2.5,1162,275,15.1,1151,116,687,115,1912,1143,30.6,1.4201,31.9
28-06-2004 21:00,1.8,1079,275,11.1,1020,89,754,92,1760,1014,33.9,1.3874,29.7
28-06-2004 22:00,1.8,1091,275,11.7,1038,103,744,99,1786,1088,36.8,1.416,28.6
28-06-2004 23:00,2,1085,275,11.7,1039,100,745,96,1790,1092,38.7,1.4187,27.8
29-06-2004 00:00,1.5,1050,275,9.7,966,86,780,80,1748,1090,40,1.4691,27.8
29-06-2004 01:00,0.8,941,275,6,814,52,873,65,1592,979,41.3,1.4962,27.5
29-06-2004 02:00,0.4,891,275,3.9,705,27,980,46,1534,806,41.6,1.4906,27.3
29-06-2004 03:00,0.3,842,275,2.6,624,27,1080,46,1480,712,44.2,1.4657,26
29-06-2004 04:00,0.3,850,275,2.8,639,35,1048,57,1519,853,48,1.4857,24.8
29-06-2004 05:00,0.5,863,275,3,652,42,1055,54,1504,816,45.1,1.4889,25.9
29-06-2004 06:00,0.7,956,275,5.4,784,57,928,62,1634,934,47.6,1.5108,25.3
29-06-2004 07:00,3.4,1384,275,23.5,1391,228,552,102,2316,1548,49.5,1.5201,24.7
29-06-2004 08:00,5.7,1502,275,33.5,1631,350,459,140,2622,1858,43.1,1.5224,27.1
29-06-2004 09:00,3.2,1219,275,15.5,1163,232,642,121,1963,1410,39.8,1.5053,28.3
29-06-2004 10:00,2.7,1237,275,15.3,1157,206,663,132,1968,1334,32.3,1.5484,32.4
29-06-2004 11:00,2.1,1181,275,12.8,1078,159,706,122,1870,1140,27.8,1.5733,35.4
29-06-2004 12:00,2.8,1251,275,15.2,1154,184,682,148,1955,1111,27.4,1.5635,35.5
29-06-2004 13:00,2.5,1214,275,15.7,1170,136,681,133,1963,1054,24.4,1.5722,37.8
29-06-2004 14:00,2.1,1166,275,12.3,1062,124,726,130,1825,924,25.5,1.5914,37.2
29-06-2004 15:00,2.5,1226,275,15.3,1157,133,683,141,1912,1041,25.6,1.6014,37.2
29-06-2004 16:00,2.7,1265,275,17.6,1229,156,636,172,2040,1282,25,1.6312,38
29-06-2004 17:00,3.7,1317,275,21.5,1338,200,593,198,2132,1362,26.9,1.6635,37.1
29-06-2004 18:00,3.7,1372,275,23.2,1382,202,568,181,2268,1441,27.8,1.7099,36.9
29-06-2004 19:00,4.6,1443,275,25.6,1443,286,543,202,2332,1559,31.9,1.7325,34.7
29-06-2004 20:00,2.6,1200,275,14.3,1126,141,664,120,1979,1198,38.4,1.7897,31.9
29-06-2004 21:00,2.5,1216,275,14.4,1130,117,655,115,1994,1246,42.3,1.8173,30.5
29-06-2004 22:00,2.3,1160,275,12.6,1070,110,687,112,1929,1192,45.8,1.8362,29.3
29-06-2004 23:00,2.2,1194,275,13.7,1106,100,667,97,1985,1194,48.1,1.8144,28.2
30-06-2004 00:00,2.5,1199,275,13.1,1087,112,658,100,1954,1252,51,1.8287,27.3
30-06-2004 01:00,0.9,965,275,6.1,818,35,844,47,1681,777,52.4,1.8141,26.8
30-06-2004 02:00,0.8,961,275,5.8,801,33,850,44,1683,798,54.9,1.8141,26
30-06-2004 03:00,0.7,901,275,3.7,697,33,952,44,1586,800,51.9,1.8058,26.8
30-06-2004 04:00,0.5,864,275,2.6,629,28,1052,42,1558,728,51.8,1.805,26.9
30-06-2004 05:00,0.7,952,275,4.6,742,49,892,57,1656,953,59.1,1.8013,24.6
30-06-2004 06:00,0.9,1009,275,7.4,875,81,797,61,1738,1060,53.1,1.7987,26.4
30-06-2004 07:00,2.2,1225,275,15.2,1155,178,643,106,1992,1338,46.4,1.6542,27.3
30-06-2004 08:00,2.8,1245,275,16.7,1202,223,628,136,2039,1622,40.4,1.5442,28.4
30-06-2004 09:00,2.9,1265,275,17,1209,290,638,157,2015,1812,37.1,1.6169,30.8
30-06-2004 10:00,2.9,1276,275,18,1241,274,642,171,2024,1784,30.7,1.6252,34.2
30-06-2004 11:00,3,1232,275,16.1,1183,278,675,190,1920,1509,26.5,1.6352,37
30-06-2004 12:00,2.5,1193,275,13.4,1097,152,698,155,1832,1139,27.8,1.676,36.6
30-06-2004 13:00,2.3,1162,275,14,1117,118,700,139,1857,1044,26.9,1.6477,36.9
30-06-2004 14:00,2.1,1126,275,13.4,1097,141,723,152,1810,1015,22.2,1.552,39.3
30-06-2004 15:00,1.9,1089,275,10.4,993,131,801,143,1675,825,22.4,1.5018,38.5
30-06-2004 16:00,2.3,1134,275,12.7,1073,171,747,168,1765,1022,20.4,1.4594,39.7
30-06-2004 17:00,4.2,1388,275,24.5,1418,287,568,226,2250,1913,24.2,1.6433,38.8
30-06-2004 18:00,4.9,1506,275,27.8,1499,267,506,207,2485,2043,38,1.939,33.5
30-06-2004 19:00,4.9,1352,275,23.3,1385,280,563,197,2205,1661,32.9,1.7251,34
30-06-2004 20:00,3.5,1217,275,17.6,1227,224,641,158,2040,1404,33.7,1.5663,31.9
30-06-2004 21:00,2.5,1149,275,14.5,1132,137,688,124,1936,1233,37.6,1.587,30.2
30-06-2004 22:00,2.5,1156,275,14.4,1129,118,688,110,1941,1181,41,1.6096,28.9
30-06-2004 23:00,2.6,1180,275,14.2,1122,128,678,112,1921,1272,45.2,1.6604,27.8
01-07-2004 00:00,2.3,1109,275,12.9,1080,111,696,102,1874,1190,47.4,1.6701,27.1
01-07-2004 01:00,1.5,1032,275,9.9,974,66,763,77,1800,982,49.4,1.6555,26.2
01-07-2004 02:00,0.9,893,275,5.1,767,36,918,50,1607,805,49.3,1.7196,26.9
01-07-2004 03:00,0.6,848,275,2.8,642,36,1079,50,1536,654,50.8,1.7058,26.3
01-07-2004 04:00,0.6,850,275,3.2,664,31,1038,40,1568,727,54.6,1.6908,24.9
01-07-2004 05:00,0.8,938,275,5.4,782,75,879,66,1685,1001,58.6,1.6651,23.4
